ticker,date,foreign_buy,foreign_sell,foreign_net,trust_net,dealer_net,total_net
3587.TW,2025-04-23,105000,85000,20000,0,-4065,15935
3587.TW,2025-04-24,65000,89000,-24000,0,-2243,-26243
3587.TW,2025-04-25,85000,58000,27000,0,139,27139
3587.TW,2025-04-28,108000,104295,3705,0,-21,3684
3587.TW,2025-04-29,40000,41000,-1000,0,-3400,-4400
3587.TW,2025-04-30,34000,144000,-110000,0,5579,-104421
3587.TW,2025-05-02,102000,51000,51000,0,1187,52187
3587.TW,2025-05-05,126000,188000,-62000,0,4058,-57942
3587.TW,2025-05-06,61000,74000,-13000,0,359,-12641
3587.TW,2025-05-07,178000,251000,-73000,0,5874,-67126
3587.TW,2025-05-08,298000,191000,107000,0,512,107512
3587.TW,2025-05-09,155000,118792,36208,0,1042,37250
3587.TW,2025-05-12,156000,86000,70000,0,20812,90812
3587.TW,2025-05-13,107000,91000,16000,0,-792,15208
3587.TW,2025-05-14,68000,116000,-48000,0,864,-47136
3587.TW,2025-05-15,39000,108000,-69000,0,-3871,-72871
3587.TW,2025-05-16,75000,65000,10000,0,-114,9886
3587.TW,2025-05-19,36000,242000,-206000,0,-660,-206660
3587.TW,2025-05-20,19000,226000,-207000,0,396,-206604
3587.TW,2025-05-21,171000,163000,8000,0,-225,7775
3587.TW,2025-05-22,42000,136000,-94000,0,999,-93001
3587.TW,2025-05-23,156000,144000,12000,-32000,463,-19537
3587.TW,2025-05-26,23000,138000,-115000,0,-353,-115353
3587.TW,2025-05-27,56000,175000,-119000,0,428,-118572
3587.TW,2025-05-28,104000,187838,-83838,0,-723,-84561
3587.TW,2025-05-29,1372000,1280444,91556,0,194,91750
3587.TW,2025-06-02,97000,297000,-200000,0,-16577,-216577
3587.TW,2025-06-03,99000,39000,60000,0,1728,61728
3587.TW,2025-06-04,74000,45000,29000,0,-368,28632
3587.TW,2025-06-05,100000,86000,14000,0,58,14058
3587.TW,2025-06-06,38013,71000,-32987,0,-346,-33333
3587.TW,2025-06-09,276000,248000,28000,20000,10563,58563
3587.TW,2025-06-10,452010,1340000,-887990,20000,38523,-829467
3587.TW,2025-06-11,285000,575000,-290000,25000,3121,-261879
3587.TW,2025-06-12,213000,857000,-644000,0,14736,-629264
3587.TW,2025-06-13,50019,563010,-512991,19000,174,-493817
3587.TW,2025-06-16,92000,222000,-130000,0,-23715,-153715
3587.TW,2025-06-17,162000,179000,-17000,10000,2722,-4278
3587.TW,2025-06-18,86000,239000,-153000,0,-1931,-154931
3587.TW,2025-06-19,44000,151000,-107000,0,458,-106542
3587.TW,2025-06-20,180000,124000,56000,0,-694,55306
3587.TW,2025-06-23,120000,172000,-52000,0,8643,-43357
3587.TW,2025-06-24,84000,110000,-26000,0,203,-25797
3587.TW,2025-06-25,514010,546000,-31990,0,-2824,-34814
3587.TW,2025-06-26,85000,91000,-6000,0,-8787,-14787
3587.TW,2025-06-27,111015,104000,7015,0,8054,15069
3587.TW,2025-06-30,38000,83000,-45000,0,146,-44854
3587.TW,2025-07-01,53000,83000,-30000,0,-780,-30780
3587.TW,2025-07-02,138000,52000,86000,0,8334,94334
3587.TW,2025-07-03,76161,26000,50161,0,-471,49690
3587.TW,2025-07-04,109000,102000,7000,0,-1243,5757
3587.TW,2025-07-07,115000,73000,42000,0,-1074,40926
3587.TW,2025-07-08,49000,170000,-121000,0,761,-120239
3587.TW,2025-07-09,1376000,633000,743000,58000,32791,833791
3587.TW,2025-07-10,919055,1032000,-112945,32000,142688,61743
3587.TW,2025-07-11,315000,649000,-334000,0,1713,-332287
3587.TW,2025-07-14,238065,377000,-138935,0,15979,-122956
3587.TW,2025-07-15,651100,1239000,-587900,0,200616,-387284
3587.TW,2025-07-16,468000,737100,-269100,200000,-87116,-156216
3587.TW,2025-07-17,1096000,885055,210945,72000,81507,364452
3587.TW,2025-07-18,729010,1087000,-357990,0,-121727,-479717
3587.TW,2025-07-21,314000,464025,-150025,80000,-11877,-81902
3587.TW,2025-07-22,791000,311000,480000,12000,-86688,405312
3587.TW,2025-07-23,105000,424000,-319000,0,22577,-296423
3587.TW,2025-07-24,146000,119175,26825,15000,-21204,20621
3587.TW,2025-07-25,693000,1033000,-340000,118000,84685,-137315
3587.TW,2025-07-28,101000,832570,-731570,16000,-7342,-722912
3587.TW,2025-07-29,305000,384000,-79000,8000,-95588,-166588
3587.TW,2025-07-30,192000,138000,54000,0,-3357,50643
3587.TW,2025-07-31,407000,143000,264000,0,7726,271726
3587.TW,2025-08-01,182000,359000,-177000,0,25906,-151094
3587.TW,2025-08-04,258010,317000,-58990,-131000,-2431,-192421
3587.TW,2025-08-05,426000,305000,121000,0,-8503,112497
3587.TW,2025-08-06,103808,263248,-159440,0,-37262,-196702
3587.TW,2025-08-07,302000,290000,12000,0,18564,30564
3587.TW,2025-08-08,39000,316000,-277000,-28000,-69407,-374407
3587.TW,2025-08-11,261000,118010,142990,0,-42195,100795
3587.TW,2025-08-12,125010,122000,3010,0,-14998,-11988
3587.TW,2025-08-13,406000,139000,267000,-25000,529,242529
3587.TW,2025-08-14,241015,197000,44015,0,12225,56240
3587.TW,2025-08-15,61000,128000,-67000,0,-14111,-81111
3587.TW,2025-08-18,451010,83000,368010,-9000,-3626,355384
3587.TW,2025-08-19,308000,229000,79000,0,11490,90490
3587.TW,2025-08-20,172024,183000,-10976,0,-3825,-14801
3587.TW,2025-08-21,162000,68000,94000,0,-630,93370
3587.TW,2025-08-22,140000,106724,33276,0,-19122,14154
3587.TW,2025-08-25,69000,53000,16000,0,3676,19676
3587.TW,2025-08-26,131000,91000,40000,0,10777,50777
3587.TW,2025-08-27,237000,241000,-4000,0,2395,-1605
3587.TW,2025-08-28,57000,267029,-210029,0,-16193,-226222
3587.TW,2025-08-29,403000,546000,-143000,15000,48118,-79882
3587.TW,2025-09-01,119000,251000,-132000,0,14080,-117920
3587.TW,2025-09-02,291000,110000,181000,21000,724,202724
3587.TW,2025-09-03,126000,102000,24000,0,7237,31237
3587.TW,2025-09-04,174000,132000,42000,0,27570,69570
3587.TW,2025-09-05,361000,146000,215000,0,43409,258409
3587.TW,2025-09-08,98000,114000,-16000,0,-20367,-36367
3587.TW,2025-09-09,112000,210000,-98000,0,-53498,-151498
3587.TW,2025-09-10,429000,147000,282000,10000,-13215,278785
3587.TW,2025-09-11,823100,836000,-12900,0,104788,91888
3587.TW,2025-09-12,291000,548000,-257000,0,89910,-167090
3587.TW,2025-09-15,127250,484000,-356750,0,-115670,-472420
3587.TW,2025-09-16,367000,84000,283000,0,22466,305466
3587.TW,2025-09-17,379500,334250,45250,196000,37697,278947
3587.TW,2025-09-18,201000,438000,-237000,0,-34016,-271016
3587.TW,2025-09-19,152000,173000,-21000,160000,-16824,122176
3587.TW,2025-09-22,408200,150000,258200,-267000,-11467,-20267
3587.TW,2025-09-23,254000,236868,17132,0,-258,16874
3587.TW,2025-09-24,262000,444000,-182000,0,-18017,-200017
3587.TW,2025-09-25,387000,180000,207000,99000,3834,309834
3587.TW,2025-09-26,261100,540000,-278900,0,-63914,-342814
3587.TW,2025-09-30,126000,100000,26000,0,4748,30748
3587.TW,2025-10-01,236000,249000,-13000,0,-6239,-19239
3587.TW,2025-10-02,144000,102000,42000,0,-1722,40278
3587.TW,2025-10-03,123000,211000,-88000,0,1641,-86359
3587.TW,2025-10-07,137824,63000,74824,0,-565,74259
3587.TW,2025-10-08,145000,108000,37000,0,4612,41612
3587.TW,2025-10-09,420000,579391,-159391,0,11972,-147419
3587.TW,2025-10-13,207000,315000,-108000,0,13557,-94443
3587.TW,2025-10-14,369000,218804,150196,0,-16314,133882
3587.TW,2025-10-15,270000,167000,103000,0,17660,120660
3587.TW,2025-10-16,771000,183040,587960,0,-13423,574537
3587.TW,2025-10-17,335000,678000,-343000,200000,-3852,-146852
3587.TW,2025-10-20,419000,144000,275000,150000,95924,520924
3587.TW,2025-10-21,327000,314000,13000,0,-20897,-7897
3587.TW,2025-10-22,287000,428000,-141000,0,-17892,-158892
3587.TW,2025-10-23,133000,99000,34000,0,-3768,30232
3587.TW,2025-10-27,70025,249396,-179371,0,-3883,-183254
3587.TW,2025-10-28,176010,224000,-47990,0,-4324,-52314
3587.TW,2025-10-29,156000,92000,64000,0,11734,75734
3587.TW,2025-10-30,79000,213000,-134000,0,-23157,-157157
3587.TW,2025-10-31,58000,40000,18000,0,6221,24221
3587.TW,2025-11-03,202000,54000,148000,0,46936,194936
3587.TW,2025-11-04,41000,319000,-278000,0,-63145,-341145
3587.TW,2025-11-05,121000,156000,-35000,0,-27124,-62124
3587.TW,2025-11-06,49091,89000,-39909,0,-1886,-41795
3587.TW,2025-11-07,133000,125000,8000,0,2604,10604
3587.TW,2025-11-10,202000,92000,110000,0,22974,132974
3587.TW,2025-11-11,267000,129000,138000,0,24722,162722
3587.TW,2025-11-12,175000,102004,72996,0,-4476,68520
3587.TW,2025-11-13,85010,264920,-179910,-50000,-47643,-277553
3587.TW,2025-11-14,342050,103000,239050,-48000,-17662,173388
3587.TW,2025-11-17,195000,82000,113000,0,2179,115179
3587.TW,2025-11-18,90000,54000,36000,0,-7897,28103
3587.TW,2025-11-19,96000,42265,53735,0,-9963,43772
3587.TW,2025-11-20,118000,43009,74991,0,7331,82322
3587.TW,2025-11-21,101000,103406,-2406,0,-10075,-12481
3587.TW,2025-11-24,102000,29000,73000,0,-2657,70343
3587.TW,2025-11-25,56000,30396,25604,0,683,26287
3587.TW,2025-11-26,82000,12000,70000,0,607,70607
3587.TW,2025-11-27,160939,44000,116939,0,47418,164357
3587.TW,2025-11-28,334100,70000,264100,0,38782,302882
3587.TW,2025-12-01,177000,53000,124000,0,-54023,69977
3587.TW,2025-12-02,141000,26000,115000,0,3611,118611
3587.TW,2025-12-03,131000,24783,106217,0,274,106491
3587.TW,2025-12-04,406000,75000,331000,0,28339,359339
3587.TW,2025-12-05,554000,86896,467104,0,46174,513278
3587.TW,2025-12-08,359000,25000,334000,0,-2072,331928
3587.TW,2025-12-09,147145,157000,-9855,-30000,-28485,-68340
3587.TW,2025-12-10,122000,73217,48783,0,-197,48586
3587.TW,2025-12-11,239972,125045,114927,0,13436,128363
3587.TW,2025-12-12,47000,137448,-90448,0,-10592,-101040
3587.TW,2025-12-15,113000,85000,28000,0,-1655,26345
3587.TW,2025-12-16,85000,99000,-14000,0,5278,-8722
3587.TW,2025-12-17,55000,80000,-25000,0,-2385,-27385
3587.TW,2025-12-18,39000,59000,-20000,0,-23141,-43141
3587.TW,2025-12-19,82000,56000,26000,0,1967,27967
3587.TW,2025-12-22,58000,28000,30000,-120000,7537,-82463
3587.TW,2025-12-23,43000,141000,-98000,-136000,-24325,-258325
3587.TW,2025-12-24,112000,99000,13000,-187000,-12521,-186521
3587.TW,2025-12-26,321000,90000,231000,-267000,24058,-11942
3587.TW,2025-12-29,162000,105000,57000,0,-6034,50966
3587.TW,2025-12-30,117105,99000,18105,-76000,-11424,-69319
3587.TW,2025-12-31,177200,64000,113200,-94000,1713,20913
3587.TW,2026-01-02,220652,269000,-48348,0,52870,4522
3587.TW,2026-01-05,257424,240000,17424,-20000,-4971,-7547
3587.TW,2026-01-06,136176,85000,51176,0,523,51699
3587.TW,2026-01-07,130000,114000,16000,0,-7757,8243
3587.TW,2026-01-08,165000,193000,-28000,0,-9611,-37611
3587.TW,2026-01-09,125000,75000,50000,0,1662,51662
3587.TW,2026-01-12,203100,56000,147100,0,8770,155870
3587.TW,2026-01-13,121000,178000,-57000,0,-21573,-78573
3587.TW,2026-01-14,166000,24000,142000,0,557,142557
3587.TW,2026-01-15,45000,205000,-160000,0,-12391,-172391
3587.TW,2026-01-16,430000,193000,237000,0,6365,243365
3587.TW,2026-01-19,30020,243000,-212980,0,25559,-187421
3587.TW,2026-01-20,412000,53000,359000,0,25645,384645
3587.TW,2026-01-21,108000,300000,-192000,0,-15864,-207864
3587.TW,2026-01-22,186006,113000,73006,0,9980,82986
3587.TW,2026-01-23,36000,100000,-64000,0,-9260,-73260
3587.TW,2026-01-26,359000,38000,321000,0,11564,332564
3587.TW,2026-01-27,259000,286000,-27000,0,77698,50698
3587.TW,2026-01-28,696000,808200,-112200,30000,7475,-74725
3587.TW,2026-01-29,258000,497100,-239100,0,-50469,-289569
3587.TW,2026-01-30,222000,505000,-283000,0,-30721,-313721
3587.TW,2026-02-02,163000,380006,-217006,0,33832,-183174
3587.TW,2026-02-03,179000,622000,-443000,0,-14304,-457304
3587.TW,2026-02-04,295000,263000,32000,0,69240,101240
3587.TW,2026-02-05,750200,748020,2180,0,124518,126698
3587.TW,2026-02-06,778000,561000,217000,0,-76561,140439
3587.TW,2026-02-09,518000,804000,-286000,0,-31584,-317584
3587.TW,2026-02-10,591000,580000,11000,0,-44435,-33435
3587.TW,2026-02-11,253000,200191,52809,117000,-13714,156095
3587.TW,2026-02-23,997000,354000,643000,20000,92109,755109
3587.TW,2026-02-24,896000,213000,683000,0,2492,685492
3587.TW,2026-02-25,980000,850000,130000,0,82875,212875
3587.TW,2026-02-26,1088000,977200,110800,0,87706,198506
3587.TW,2026-03-02,706000,648000,58000,18000,88190,164190
3587.TW,2026-03-03,570000,562000,8000,0,-105311,-97311
3587.TW,2026-03-04,478094,383000,95094,0,-86100,8994
3587.TW,2026-03-05,863000,447000,416000,0,47109,463109
3587.TW,2026-03-06,214000,687000,-473000,0,-23836,-496836
3587.TW,2026-03-09,293000,928000,-635000,0,-91919,-726919
3587.TW,2026-03-10,432000,1361000,-929000,0,-75441,-1004441
3587.TW,2026-03-11,338000,843000,-505000,-117000,1361,-620639
3587.TW,2026-03-12,197000,392000,-195000,0,-25375,-220375
3587.TW,2026-03-13,223000,352300,-129300,0,12200,-117100
3587.TW,2026-03-16,184000,266000,-82000,0,-6549,-88549
3587.TW,2026-03-17,112000,256000,-144000,0,-27363,-171363
3587.TW,2026-03-18,339000,422000,-83000,0,-12289,-95289
3587.TW,2026-03-19,415000,349000,66000,0,66326,132326
3587.TW,2026-03-20,0,135652,-135652,0,164677,29025
3587.TW,2026-03-23,3204000,2217000,987000,0,-109645,877355
3587.TW,2026-03-24,3664000,3375000,289000,0,41121,330121
3587.TW,2026-03-25,2533000,2469000,64000,0,112076,176076
3587.TW,2026-03-26,131000,164000,-33000,0,-130847,-163847
3587.TW,2026-03-27,140030,74000,66030,0,-104727,-38697
3587.TW,2026-03-30,33003,50000,-16997,0,-24337,-41334
3587.TW,2026-03-31,143000,160000,-17000,0,-76466,-93466
3587.TW,2026-04-01,85000,77000,8000,0,-3000,5000
3587.TW,2026-04-02,91000,72000,19000,0,-74471,-55471
3587.TW,2026-04-07,124000,79097,44903,0,28659,73562
3587.TW,2026-04-08,169604,143906,25698,0,160032,185730
3587.TW,2026-04-09,159010,108492,50518,0,-156505,-105987
3587.TW,2026-04-10,109000,23000,86000,-19000,-52099,14901
3587.TW,2026-04-13,1148107,974357,173750,0,-15640,158110
3587.TW,2026-04-14,1799210,1892366,-93156,-12000,-166160,-271316
3587.TW,2026-04-15,1158384,1108879,49505,0,-75982,-26477
3587.TW,2026-04-16,1249000,383557,865443,0,72048,937491
3587.TW,2026-04-17,1582900,1678377,-95477,0,-165012,-260489
3587.TW,2026-04-20,2162829,2560346,-397517,0,-25053,-422570
3587.TW,2026-04-21,1502248,1788775,-286527,0,-59043,-345570
3587.TW,2026-04-22,684100,784820,-100720,0,-27213,-127933
3587.TW,2026-04-23,3301730,1459425,1842305,0,-21720,1820585
3587.TW,2026-04-24,1898310,2068075,-169765,0,810,-168955
3587.TW,2026-04-27,874200,1561615,-687415,0,-33727,-721142
3587.TW,2026-04-28,803100,1039274,-236174,0,11630,-224544
3587.TW,2026-04-29,553750,303000,250750,0,-51036,199714
3587.TW,2026-04-30,790228,1590275,-800047,0,3493,-796554
3680.TW,2022-01-03,944765,252000,692765,0,94309,787074
3680.TW,2022-01-04,262100,750000,-487900,0,-120144,-608044
3680.TW,2022-01-05,497000,276000,221000,0,-28538,192462
3680.TW,2022-01-06,164000,164540,-540,0,-79982,-80522
3680.TW,2022-01-07,390000,402000,-12000,0,-52131,-64131
3680.TW,2022-01-10,311800,138000,173800,0,-33634,140166
3680.TW,2022-01-11,330000,226000,104000,0,-52019,51981
3680.TW,2022-01-12,251000,216000,35000,20000,7729,62729
3680.TW,2022-01-13,87000,142000,-55000,0,-8499,-63499
3680.TW,2022-01-14,485000,913000,-428000,0,-26952,-454952
3680.TW,2022-01-17,360500,151000,209500,0,15579,225079
3680.TW,2022-01-18,180000,156000,24000,1000,31739,56739
3680.TW,2022-01-19,221000,397000,-176000,0,-20386,-196386
3680.TW,2022-01-20,210726,309300,-98574,0,-1344,-99918
3680.TW,2022-01-21,525365,663000,-137635,-1000,-36653,-175288
3680.TW,2022-01-24,413652,374000,39652,0,-10577,29075
3680.TW,2022-01-25,157000,330000,-173000,0,-1532,-174532
3680.TW,2022-01-26,191310,154000,37310,0,-17001,20309
3680.TW,2022-02-07,96150,214000,-117850,0,-21000,-138850
3680.TW,2022-02-08,59000,117000,-58000,1000,8000,-49000
3680.TW,2022-02-09,116000,135000,-19000,0,16000,-3000
3680.TW,2022-02-10,123000,189000,-66000,0,24000,-42000
3680.TW,2022-02-11,49000,183000,-134000,0,-11101,-145101
3680.TW,2022-02-14,78050,125000,-46950,-20000,-436,-67386
3680.TW,2022-02-15,122000,53000,69000,0,7000,76000
3680.TW,2022-02-16,146560,190000,-43440,0,-4000,-47440
3680.TW,2022-02-17,72000,52000,20000,0,-7000,13000
3680.TW,2022-02-18,44000,33000,11000,0,-2000,9000
3680.TW,2022-02-21,44000,165000,-121000,0,179,-120821
3680.TW,2022-02-22,84000,228000,-144000,0,-14581,-158581
3680.TW,2022-02-23,121491,43000,78491,0,36689,115180
3680.TW,2022-02-24,53000,246000,-193000,0,-21516,-214516
3680.TW,2022-02-25,102000,88000,14000,0,1000,15000
3680.TW,2022-03-01,234000,71000,163000,0,-9000,154000
3680.TW,2022-03-02,181000,121030,59970,0,10000,69970
3680.TW,2022-03-03,129000,265108,-136108,0,-1000,-137108
3680.TW,2022-03-04,142000,197000,-55000,6000,-14841,-63841
3680.TW,2022-03-07,82000,124000,-42000,0,-16175,-58175
3680.TW,2022-03-08,313000,355000,-42000,1000,-53880,-94880
3680.TW,2022-03-09,179000,206574,-27574,0,-2240,-29814
3680.TW,2022-03-10,187000,178000,9000,-100000,12000,-79000
3680.TW,2022-03-11,220000,277000,-57000,-80000,-4112,-141112
3680.TW,2022-03-14,69000,57000,12000,0,-13000,-1000
3680.TW,2022-03-15,85010,158000,-72990,0,-40240,-113230
3680.TW,2022-03-16,50000,71952,-21952,0,-5302,-27254
3680.TW,2022-03-17,178000,42000,136000,0,13000,149000
3680.TW,2022-03-18,72000,119000,-47000,20000,-11100,-38100
3680.TW,2022-03-21,143000,275000,-132000,0,-1139,-133139
3680.TW,2022-03-22,96000,149800,-53800,0,-2129,-55929
3680.TW,2022-03-23,177000,205000,-28000,0,-2750,-30750
3680.TW,2022-03-24,157000,245000,-88000,0,2284,-85716
3680.TW,2022-03-25,126000,242000,-116000,-160000,2750,-273250
3680.TW,2022-03-28,103000,225000,-122000,0,14824,-107176
3680.TW,2022-03-29,49000,296000,-247000,-116000,26665,-336335
3680.TW,2022-03-30,157341,27000,130341,10000,-3000,137341
3680.TW,2022-03-31,89000,286227,-197227,0,4756,-192471
3680.TW,2022-04-01,101005,258000,-156995,0,18853,-138142
3680.TW,2022-04-06,397000,175000,222000,3000,51066,276066
3680.TW,2022-04-07,179000,521000,-342000,20000,-30000,-352000
3680.TW,2022-04-08,146000,319000,-173000,0,16000,-157000
3680.TW,2022-04-11,104005,401000,-296995,0,-6413,-303408
3680.TW,2022-04-12,135000,328000,-193000,0,-5225,-198225
3680.TW,2022-04-13,62005,237000,-174995,0,1000,-173995
3680.TW,2022-04-14,29000,276000,-247000,0,6000,-241000
3680.TW,2022-04-15,101010,407000,-305990,0,-12000,-317990
3680.TW,2022-04-18,235005,419000,-183995,79000,-6000,-110995
3680.TW,2022-04-19,310000,220000,90000,260000,7000,357000
3680.TW,2022-04-20,344000,192000,152000,228000,32000,412000
3680.TW,2022-04-21,180000,159000,21000,0,-5000,16000
3680.TW,2022-04-22,96000,141000,-45000,0,-7113,-52113
3680.TW,2022-04-25,218000,170000,48000,0,4897,52897
3680.TW,2022-04-26,98000,209000,-111000,0,-11002,-122002
3680.TW,2022-04-27,120000,129000,-9000,0,1329,-7671
3680.TW,2022-04-28,37000,98000,-61000,0,-2,-61002
3680.TW,2022-04-29,113000,60000,53000,0,-9,52991
3680.TW,2022-05-03,55000,53000,2000,0,0,2000
3680.TW,2022-05-04,64000,39000,25000,0,7000,32000
3680.TW,2022-05-05,34000,73000,-39000,25000,4000,-10000
3680.TW,2022-05-06,32000,42000,-10000,0,1000,-9000
3680.TW,2022-05-09,33000,89000,-56000,0,-5000,-61000
3680.TW,2022-05-10,102000,57000,45000,0,-1000,44000
3680.TW,2022-05-11,101000,190000,-89000,0,-2033,-91033
3680.TW,2022-05-12,79000,85000,-6000,0,-5000,-11000
3680.TW,2022-05-13,154000,70000,84000,0,45001,129001
3680.TW,2022-05-16,168000,160491,7509,0,-28000,-20491
3680.TW,2022-05-17,200000,82000,118000,0,-18001,99999
3680.TW,2022-05-18,179000,70000,109000,0,24000,133000
3680.TW,2022-05-19,252000,161000,91000,0,5000,96000
3680.TW,2022-05-20,75000,81000,-6000,0,-17000,-23000
3680.TW,2022-05-23,111000,40000,71000,0,-9000,62000
3680.TW,2022-05-24,86000,65000,21000,100000,-8000,113000
3680.TW,2022-05-25,140000,38000,102000,0,22000,124000
3680.TW,2022-05-26,322000,142000,180000,200000,46000,426000
3680.TW,2022-05-27,201000,275000,-74000,85000,-21000,-10000
3680.TW,2022-05-30,349000,173090,175910,52000,72000,299910
3680.TW,2022-05-31,254000,69000,185000,0,-25000,160000
3680.TW,2022-06-01,390010,153000,237010,6000,-16000,227010
3680.TW,2022-06-02,277000,77000,200000,0,-70000,130000
3680.TW,2022-06-06,122005,105000,17005,0,-1000,16005
3680.TW,2022-06-07,107000,83000,24000,0,7000,31000
3680.TW,2022-06-08,96000,93000,3000,50000,35000,88000
3680.TW,2022-06-09,92000,95000,-3000,40000,8000,45000
3680.TW,2022-06-10,65000,124000,-59000,0,-45000,-104000
3680.TW,2022-06-13,44000,97000,-53000,0,4000,-49000
3680.TW,2022-06-14,111000,200000,-89000,0,1857,-87143
3680.TW,2022-06-15,29000,82000,-53000,0,7000,-46000
3680.TW,2022-06-16,77000,147000,-70000,20000,5000,-45000
3680.TW,2022-06-17,98000,106000,-8000,50000,5000,47000
3680.TW,2022-06-20,45000,183000,-138000,0,-26457,-164457
3680.TW,2022-06-21,69000,40000,29000,0,2999,31999
3680.TW,2022-06-22,32000,211000,-179000,0,-6880,-185880
3680.TW,2022-06-23,80005,117000,-36995,0,10734,-26261
3680.TW,2022-06-24,39000,90000,-51000,0,-3298,-54298
3680.TW,2022-06-27,74000,42000,32000,0,14000,46000
3680.TW,2022-06-28,38000,72000,-34000,0,639,-33361
3680.TW,2022-06-29,45000,83000,-38000,0,20883,-17117
3680.TW,2022-06-30,56000,173000,-117000,0,-22000,-139000
3680.TW,2022-07-01,181000,236000,-55000,73000,-22846,-4846
3680.TW,2022-07-04,383000,209000,174000,-191000,-15037,-32037
3680.TW,2022-07-05,455005,297000,158005,-540413,-5895,-388303
3680.TW,2022-07-06,313000,198000,115000,-150000,-9138,-44138
3680.TW,2022-07-07,420000,249000,171000,-47000,26445,150445
3680.TW,2022-07-08,164150,323000,-158850,0,-41,-158891
3680.TW,2022-07-11,87000,129000,-42000,0,-388,-42388
3680.TW,2022-07-12,194000,147269,46731,0,-23045,23686
3680.TW,2022-07-13,147000,83000,64000,0,10983,74983
3680.TW,2022-07-14,122000,221000,-99000,0,17000,-82000
3680.TW,2022-07-15,991000,866000,125000,30000,40000,195000
3680.TW,2022-07-18,312140,573000,-260860,242000,-6350,-25210
3680.TW,2022-07-19,207201,214000,-6799,0,-12899,-19698
3680.TW,2022-07-20,428000,563000,-135000,0,20821,-114179
3680.TW,2022-07-21,157000,187000,-30000,0,-10025,-40025
3680.TW,2022-07-22,342000,267000,75000,200000,127533,402533
3680.TW,2022-07-25,233000,252000,-19000,186000,25000,192000
3680.TW,2022-07-26,188000,294000,-106000,219000,-17998,95002
3680.TW,2022-07-27,471000,502000,-31000,325000,88708,382708
3680.TW,2022-07-28,1045000,974000,71000,278000,-99104,249896
3680.TW,2022-07-29,891000,1433000,-542000,289000,-56010,-309010
3680.TW,2022-08-01,467000,734000,-267000,81000,-4704,-190704
3680.TW,2022-08-02,559000,534000,25000,53000,-21005,56995
3680.TW,2022-08-03,354225,585068,-230843,96000,-948,-135791
3680.TW,2022-08-04,250000,228000,22000,86000,-7000,101000
3680.TW,2022-08-05,256000,224000,32000,27000,-3000,56000
3680.TW,2022-08-08,602000,355000,247000,219000,77050,543050
3680.TW,2022-08-09,364000,339000,25000,122000,-58301,88699
3680.TW,2022-08-10,173000,182000,-9000,10000,-18183,-17183
3680.TW,2022-08-11,192000,385000,-193000,0,4998,-188002
3680.TW,2022-08-12,100000,105000,-5000,-98000,3646,-99354
3680.TW,2022-08-15,310000,163000,147000,0,43118,190118
3680.TW,2022-08-16,251000,212000,39000,20000,-21370,37630
3680.TW,2022-08-17,976000,466025,509975,277000,128756,915731
3680.TW,2022-08-18,918000,1061000,-143000,184000,-54828,-13828
3680.TW,2022-08-19,604000,861000,-257000,34000,-46444,-269444
3680.TW,2022-08-22,342000,509000,-167000,-20000,-55577,-242577
3680.TW,2022-08-23,214000,231000,-17000,-40000,1083,-55917
3680.TW,2022-08-24,344000,367000,-23000,500000,-49794,427206
3680.TW,2022-08-25,965000,795000,170000,554000,131445,855445
3680.TW,2022-08-26,694480,679000,15480,252000,-87512,179968
3680.TW,2022-08-29,660000,630000,30000,349000,-73152,305848
3680.TW,2022-08-30,583000,774000,-191000,276000,28013,113013
3680.TW,2022-08-31,203000,385000,-182000,90000,-23627,-115627
3680.TW,2022-09-01,462000,569000,-107000,6000,-14370,-115370
3680.TW,2022-09-02,287300,517000,-229700,20000,41636,-168064
3680.TW,2022-09-05,215000,308000,-93000,123000,10829,40829
3680.TW,2022-09-06,239000,225000,14000,100000,-26428,87572
3680.TW,2022-09-07,839005,607000,232005,-36000,-11289,184716
3680.TW,2022-09-08,935000,951000,-16000,744000,122456,850456
3680.TW,2022-09-12,1776000,2195005,-419005,795000,161618,537613
3680.TW,2022-09-13,807016,1130629,-323613,179000,-119087,-263700
3680.TW,2022-09-14,371000,668000,-297000,-1000,53020,-244980
3680.TW,2022-09-15,336000,597016,-261016,158000,-25603,-128619
3680.TW,2022-09-16,244000,368000,-124000,30000,-59817,-153817
3680.TW,2022-09-19,439000,233000,206000,-51000,37000,192000
3680.TW,2022-09-20,343000,294000,49000,5000,12000,66000
3680.TW,2022-09-21,122000,137000,-15000,17000,-13911,-11911
3680.TW,2022-09-22,198000,184000,14000,31000,-17998,27002
3680.TW,2022-09-23,570000,468180,101820,-40000,1504,63324
3680.TW,2022-09-26,444000,443970,30,39000,-18660,20370
3680.TW,2022-09-27,485000,577030,-92030,198000,7321,113291
3680.TW,2022-09-28,295000,578000,-283000,264000,-40797,-59797
3680.TW,2022-09-29,713000,508000,205000,278000,-33513,449487
3680.TW,2022-09-30,545000,565000,-20000,88000,-22311,45689
3680.TW,2022-10-03,295000,631000,-336000,22000,-25000,-339000
3680.TW,2022-10-04,654000,322000,332000,26000,55672,413672
3680.TW,2022-10-05,458000,827000,-369000,73000,-7116,-303116
3680.TW,2022-10-06,240000,289000,-49000,100000,-7000,44000
3680.TW,2022-10-07,202000,405000,-203000,8000,-51000,-246000
