rank,date,ticker,company_name,theme,alpha_score,confidence_score,decision_zone,suggested_action,residual_alpha_score,revenue_confirmation_score,sector_relative_score,institutional_flow_score,narrative_score,capex_context_score,risk_penalty,risk_severity,main_positive_drivers,main_negative_drivers,risk_flags,data_quality,notes,rebalance_date,fwd_return_1m
17,2020-07-31,5536.TW,聖暉 Acter Group,facility_cleanroom,-2.38,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.623,0.0,-0.707,0.0,0.05,0.0,1.099,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.06493510074027697
18,2020-07-31,3041.TW,揚智 Ali Corp,semi_equipment,-2.59,3.0,Avoid,Skip — negative residual alpha. Wait for setup change.,0.507,0.0,-0.861,0.0,0.05,0.0,2.286,5,CAPEX context +0.50; residual alpha +0.51,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.14568345723552723
19,2020-07-31,1721.TW,三晃 Sunko-Ink,gases_chemicals,-2.681,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.737,0.0,-0.477,0.0,0.0,0.0,1.467,2,,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.059237014012859524
20,2020-07-31,2436.TW,偉詮電 Weltrend,semi_equipment,-2.721,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.342,0.0,-0.406,0.0,0.05,0.0,2.022,5,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium); valuation_extreme(high),2.5,,2020-07-31,-0.008389290150237483
21,2020-07-31,2351.TW,順德 SDI,gases_chemicals,-3.436,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.002,0.0,-0.749,0.0,0.0,0.0,1.686,5,,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-07-31,0.04490690811088571
22,2020-07-31,3680.TW,家登 Gudeng Precision,semi_equipment,-6.454,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.81,0.0,-0.778,0.0,0.05,0.0,4.915,13,CAPEX context +0.50,valuation penalty -0.20,overbought(high); high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-07-31,-0.04663671217789522
1,2020-08-31,6187.TWO,萬潤 Wan Run,semi_equipment,1.502,3.0,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,2.526,0.0,1.668,0.0,0.05,0.0,2.742,7,CAPEX context +0.50; residual alpha +2.53,valuation penalty -0.13,overbought(high); revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-08-31,-0.04970766806212912
2,2020-08-31,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,0.972,2.5,Neutral,No urgency.,1.136,0.0,1.307,0.0,0.0,0.0,1.471,2,residual alpha +1.14,,revenue_not_confirmed(medium),2.5,,2020-08-31,0.02803742018661448
3,2020-08-31,5536.TW,聖暉 Acter Group,facility_cleanroom,0.509,3.0,Neutral,No urgency.,0.612,0.0,0.95,0.0,0.05,0.0,1.103,2,CAPEX context +0.50; residual alpha +0.61,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07317076959353264
4,2020-08-31,3583.TW,辛耘 Sun Tech,semi_equipment,0.28,3.0,Neutral,No urgency.,0.136,0.0,0.744,0.0,0.05,0.0,0.65,2,CAPEX context +0.50; residual alpha +0.14,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.0635451894753708
5,2020-08-31,5347.TWO,世界先進 Vanguard,indirect,-0.459,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.712,0.0,-0.0,0.0,0.0,0.0,1.171,2,residual alpha +0.71,valuation penalty -0.11,revenue_not_confirmed(medium),2.5,,2020-08-31,0.027807447527536944
6,2020-08-31,2351.TW,順德 SDI,gases_chemicals,-0.748,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.362,0.0,0.509,0.0,0.0,0.0,0.896,2,,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-08-31,0.2306079516312951
7,2020-08-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-0.777,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.16,0.0,0.099,0.0,0.05,0.0,0.766,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.053398122321169805
8,2020-08-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-0.79,3.0,Avoid,Skip — negative residual alpha. Wait for setup change.,1.325,0.0,-0.067,0.0,0.05,0.0,2.097,5,CAPEX context +0.50; residual alpha +1.32,valuation penalty -0.12,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,0.04735363955563643
9,2020-08-31,2436.TW,偉詮電 Weltrend,semi_equipment,-0.957,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.277,0.0,0.157,0.0,0.05,0.0,0.887,2,CAPEX context +0.50,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-08-31,0.016920456995556332
10,2020-08-31,1721.TW,三晃 Sunko-Ink,gases_chemicals,-1.099,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.208,0.0,0.54,0.0,0.0,0.0,1.431,2,,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.05213285913781063
11,2020-08-31,3587.TW,閎康 Materials Analysis Technology,inspection,-1.336,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.74,0.0,0.045,0.0,0.05,0.0,0.692,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.05460757327443744
12,2020-08-31,6196.TW,帆宣 Marketech International,facility_cleanroom,-1.379,3.0,Avoid,Skip — negative residual alpha. Wait for setup change.,0.49,0.0,-0.096,0.0,0.05,0.0,1.822,5,CAPEX context +0.50; residual alpha +0.49,valuation penalty -0.06,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07589283342643793
13,2020-08-31,6202.TW,盛群 Holtek,semi_equipment,-1.517,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.601,0.0,-0.336,0.0,0.05,0.0,0.629,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.01097183255546863
14,2020-08-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.519,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.827,0.0,-0.077,0.0,0.05,0.0,0.665,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.0017481941724017958
15,2020-08-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.589,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.317,0.0,-0.542,0.0,0.0,0.0,0.73,2,,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.025380871747343492
16,2020-08-31,4755.TW,三福化工 San Fu Chemical,gases_chemicals,-1.726,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.224,0.0,-1.39,0.0,0.0,0.0,1.559,5,residual alpha +1.22,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.06920892443074211
17,2020-08-31,4763.TW,材料-KY 國際應材,gases_chemicals,-1.737,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.665,0.0,-0.424,0.0,0.0,0.0,0.647,2,,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.16075523940780423
18,2020-08-31,6271.TW,同欣電 Tong Hsing,inspection,-2.058,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.069,0.0,-0.045,0.0,0.05,0.0,0.993,2,CAPEX context +0.50,valuation penalty -0.08,revenue_not_confirmed(medium),2.5,,2020-08-31,0.003773545714194526
19,2020-08-31,3413.TW,京鼎 KE Holdings,semi_equipment,-2.398,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.064,0.0,-0.583,0.0,0.05,0.0,0.801,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.060209485667564566
20,2020-08-31,6139.TW,亞翔工程 Acter,facility_cleanroom,-3.581,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.398,0.0,-0.953,0.0,0.05,0.0,1.28,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07042251086655116
21,2020-08-31,3041.TW,揚智 Ali Corp,semi_equipment,-3.971,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.246,0.0,-1.431,0.0,0.05,0.0,2.344,5,CAPEX context +0.50,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.025263158706284705
22,2020-08-31,3680.TW,家登 Gudeng Precision,semi_equipment,-4.248,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.227,0.0,-0.075,0.0,0.05,0.0,3.996,10,CAPEX context +0.50,valuation penalty -0.20,high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-08-31,0.03690024166223882
1,2020-09-30,2351.TW,順德 SDI,gases_chemicals,2.939,2.5,Watchlist,Track — needs further confirmation.,1.872,0.0,2.189,0.0,0.0,0.0,1.122,2,residual alpha +1.87,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-09-30,0.027257241459539783
2,2020-09-30,4763.TW,材料-KY 國際應材,gases_chemicals,2.388,2.5,Watchlist,Track — needs further confirmation.,1.817,0.0,1.247,0.0,0.0,0.0,0.676,2,residual alpha +1.82,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.11578954193756952
3,2020-09-30,6187.TWO,萬潤 Wan Run,semi_equipment,0.699,3.0,Neutral,No urgency.,2.578,0.0,-0.093,0.0,0.05,0.0,1.836,4,CAPEX context +0.50; residual alpha +2.58,valuation penalty -0.13,revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-09-30,0.0984615884966944
4,2020-09-30,6202.TW,盛群 Holtek,semi_equipment,-0.53,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.047,0.0,0.161,0.0,0.05,0.0,0.693,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,0.09302329488593619
5,2020-09-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-0.597,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.174,0.0,0.746,0.0,0.05,0.0,1.219,2,CAPEX context +0.50,valuation penalty -0.12,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.0651596159839064
6,2020-09-30,5347.TWO,世界先進 Vanguard,indirect,-0.62,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.52,0.0,-0.0,0.0,0.0,0.0,1.14,2,residual alpha +0.52,valuation penalty -0.11,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.030177002194728852
7,2020-09-30,6271.TW,同欣電 Tong Hsing,inspection,-0.687,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.305,0.0,0.437,0.0,0.05,0.0,0.868,2,CAPEX context +0.50,valuation penalty -0.05,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.052631578947368474
8,2020-09-30,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-0.796,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.205,0.0,0.12,0.0,0.05,0.0,0.761,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.017948868433149467
9,2020-09-30,5536.TW,聖暉 Acter Group,facility_cleanroom,-0.823,3.0,Avoid,Skip — negative residual alpha. Wait for setup change.,0.167,0.0,0.053,0.0,0.05,0.0,1.094,2,CAPEX context +0.50; residual alpha +0.17,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.013157902087572837
10,2020-09-30,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,-0.85,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.915,0.0,-0.308,0.0,0.0,0.0,1.457,2,residual alpha +0.92,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.027272762290622587
11,2020-09-30,6196.TW,帆宣 Marketech International,facility_cleanroom,-0.967,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.135,0.0,-0.023,0.0,0.05,0.0,0.86,2,CAPEX context +0.50,valuation penalty -0.05,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.01932364415301624
12,2020-09-30,2436.TW,偉詮電 Weltrend,semi_equipment,-0.97,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.182,0.0,0.048,0.0,0.05,0.0,0.886,2,CAPEX context +0.50,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-09-30,0.0199667466488036
13,2020-09-30,3583.TW,辛耘 Sun Tech,semi_equipment,-0.975,3.0,Avoid,Skip — negative residual alpha. Wait for setup change.,0.134,0.0,-0.486,0.0,0.05,0.0,0.673,2,CAPEX context +0.50; residual alpha +0.13,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.0
14,2020-09-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.435,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.787,0.0,0.004,0.0,0.05,0.0,0.702,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,0.08551486103600037
15,2020-09-30,6139.TW,亞翔工程 Acter,facility_cleanroom,-1.586,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.216,0.0,-0.151,0.0,0.05,0.0,1.269,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.01893934262423469
16,2020-09-30,4755.TW,三福化工 San Fu Chemical,gases_chemicals,-1.63,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.333,0.0,-1.132,0.0,0.0,0.0,0.831,2,residual alpha +0.33,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.06520406647129051
17,2020-09-30,3587.TW,閎康 Materials Analysis Technology,inspection,-1.673,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.62,0.0,-0.437,0.0,0.05,0.0,0.667,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.013237082740496064
18,2020-09-30,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.817,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.302,0.0,-0.789,0.0,0.0,0.0,0.726,2,,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.08072915434626626
19,2020-09-30,3413.TW,京鼎 KE Holdings,semi_equipment,-1.82,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.685,0.0,-0.389,0.0,0.05,0.0,0.796,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.03621157975968459
20,2020-09-30,1721.TW,三晃 Sunko-Ink,gases_chemicals,-3.184,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.56,0.0,-1.206,0.0,0.0,0.0,1.418,2,,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.005999992329261961
21,2020-09-30,3680.TW,家登 Gudeng Precision,semi_equipment,-4.854,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.687,0.0,0.77,0.0,0.05,0.0,3.987,10,CAPEX context +0.50,valuation penalty -0.20,high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-09-30,-0.08718865350969063
